docket,justiceName,petVote
76-1005,Potter Stewart,1
76-1005,Thurgood Marshall,1
76-1005,"William J. Brennan, Jr.",1
76-1005,Byron R. White,1
76-1005,Warren E. Burger,1
76-1005,Harry A. Blackmun,1
76-1005,"Lewis F. Powell, Jr.",1
76-1005,William H. Rehnquist,1
76-1005,John Paul Stevens,0
76-1179,Potter Stewart,1
76-1179,Thurgood Marshall,1
76-1179,"William J. Brennan, Jr.",1
76-1179,Byron R. White,1
76-1179,Warren E. Burger,1
76-1179,Harry A. Blackmun,1
76-1179,"Lewis F. Powell, Jr.",1
76-1179,William H. Rehnquist,1
76-1179,John Paul Stevens,1
76-352X,Potter Stewart,1
76-352X,Thurgood Marshall,1
76-352X,"William J. Brennan, Jr.",1
76-352X,Byron R. White,1
76-352X,Warren E. Burger,1
76-352X,Harry A. Blackmun,1
76-352X,"Lewis F. Powell, Jr.",1
76-352X,William H. Rehnquist,0
76-352X,John Paul Stevens,1
36 ORIG,Potter Stewart,1
36 ORIG,Thurgood Marshall,1
36 ORIG,"William J. Brennan, Jr.",1
36 ORIG,Byron R. White,1
36 ORIG,Warren E. Burger,1
36 ORIG,Harry A. Blackmun,1
36 ORIG,"Lewis F. Powell, Jr.",1
36 ORIG,William H. Rehnquist,1
36 ORIG,John Paul Stevens,1
74-635X,Potter Stewart,1
74-635X,Thurgood Marshall,1
74-635X,"William J. Brennan, Jr.",1
74-635X,Byron R. White,1
74-635X,Warren E. Burger,1
74-635X,Harry A. Blackmun,1
74-635X,"Lewis F. Powell, Jr.",1
74-635X,William H. Rehnquist,1
74-635X,John Paul Stevens,1
74-1106,Potter Stewart,1
74-1106,Thurgood Marshall,0
74-1106,"William J. Brennan, Jr.",0
74-1106,Byron R. White,1
74-1106,Warren E. Burger,1
74-1106,Harry A. Blackmun,1
74-1106,"Lewis F. Powell, Jr.",1
74-1106,William H. Rehnquist,1
74-1106,John Paul Stevens,1
75-1153,Potter Stewart,1
75-1153,Thurgood Marshall,1
75-1153,"William J. Brennan, Jr.",1
75-1153,Byron R. White,1
75-1775,Potter Stewart,1
75-1775,Thurgood Marshall,1
75-1775,"William J. Brennan, Jr.",1
75-1775,Byron R. White,1
75-1775,Warren E. Burger,1
75-1775,Harry A. Blackmun,1
75-1775,"Lewis F. Powell, Jr.",1
75-1775,John Paul Stevens,1
75-636X,Potter Stewart,1
75-636X,Thurgood Marshall,0
75-636X,"William J. Brennan, Jr.",0
75-636X,Byron R. White,1
75-636X,Warren E. Burger,1
75-636X,Harry A. Blackmun,1
75-636X,"Lewis F. Powell, Jr.",1
75-636X,William H. Rehnquist,1
75-636X,John Paul Stevens,1
75-672X,Potter Stewart,1
75-672X,Thurgood Marshall,0
75-672X,"William J. Brennan, Jr.",0
75-672X,Byron R. White,1
75-672X,Warren E. Burger,1
75-672X,Harry A. Blackmun,1
75-672X,"Lewis F. Powell, Jr.",1
75-672X,William H. Rehnquist,1
75-672X,John Paul Stevens,1
75-718X,Potter Stewart,1
75-718X,Thurgood Marshall,1
75-718X,"William J. Brennan, Jr.",1
75-718X,Byron R. White,1
75-718X,Warren E. Burger,1
75-718X,Harry A. Blackmun,1
75-718X,"Lewis F. Powell, Jr.",1
75-718X,William H. Rehnquist,1
75-718X,John Paul Stevens,1
76-777X,Potter Stewart,1
76-777X,Thurgood Marshall,1
76-777X,"William J. Brennan, Jr.",1
76-777X,Byron R. White,1
76-777X,"Lewis F. Powell, Jr.",0
76-777X,John Paul Stevens,1
76-933X,Potter Stewart,1
76-933X,Thurgood Marshall,1
76-933X,"William J. Brennan, Jr.",1
76-933X,Byron R. White,1
76-933X,"Lewis F. Powell, Jr.",0
76-933X,John Paul Stevens,1
76-934X,Potter Stewart,1
76-934X,Thurgood Marshall,1
76-934X,"William J. Brennan, Jr.",1
76-934X,Byron R. White,1
76-934X,"Lewis F. Powell, Jr.",0
76-934X,John Paul Stevens,1
76-935X,Potter Stewart,1
76-935X,Thurgood Marshall,1
76-935X,"William J. Brennan, Jr.",1
76-935X,Byron R. White,1
76-935X,"Lewis F. Powell, Jr.",0
76-935X,John Paul Stevens,1
75-1407,Potter Stewart,0
75-1407,Thurgood Marshall,0
75-1407,"William J. Brennan, Jr.",0
75-1407,Byron R. White,1
75-1407,Warren E. Burger,1
75-1407,"Lewis F. Powell, Jr.",1
75-1407,William H. Rehnquist,1
75-1407,John Paul Stevens,0
75-1707,Potter Stewart,1
75-1707,Thurgood Marshall,1
75-1707,"William J. Brennan, Jr.",1
75-1707,Byron R. White,1
75-1707,Warren E. Burger,1
75-1707,Harry A. Blackmun,1
75-1707,"Lewis F. Powell, Jr.",1
75-1707,John Paul Stevens,1
75-1707,Potter Stewart,1
75-1707,Thurgood Marshall,1
75-1707,"William J. Brennan, Jr.",1
75-1707,Byron R. White,1
75-1707,Warren E. Burger,1
75-1707,Harry A. Blackmun,1
75-1707,"Lewis F. Powell, Jr.",1
75-1707,John Paul Stevens,1
75-1707,Potter Stewart,1
75-1707,Thurgood Marshall,1
75-1707,"William J. Brennan, Jr.",1
75-1707,Byron R. White,1
75-1707,Warren E. Burger,1
75-1707,Harry A. Blackmun,1
75-1707,"Lewis F. Powell, Jr.",1
75-1707,John Paul Stevens,1
75-6289,Potter Stewart,0
75-6289,Byron R. White,0
75-6289,Warren E. Burger,0
75-6289,Harry A. Blackmun,1
75-6289,William H. Rehnquist,0
76-333X,Potter Stewart,1
76-333X,Thurgood Marshall,0
76-333X,"William J. Brennan, Jr.",0
76-333X,Byron R. White,1
76-333X,Warren E. Burger,1
76-333X,Harry A. Blackmun,1
76-333X,"Lewis F. Powell, Jr.",1
76-333X,William H. Rehnquist,1
76-333X,John Paul Stevens,1
76-167X,Potter Stewart,1
76-167X,Thurgood Marshall,0
76-167X,"William J. Brennan, Jr.",0
76-167X,Byron R. White,1
76-167X,Warren E. Burger,1
76-167X,Harry A. Blackmun,1
76-167X,William H. Rehnquist,1
76-167X,John Paul Stevens,0
76-167X,Potter Stewart,1
76-167X,Thurgood Marshall,0
76-167X,"William J. Brennan, Jr.",0
76-167X,Byron R. White,1
76-167X,Warren E. Burger,1
76-167X,Harry A. Blackmun,1
76-167X,William H. Rehnquist,1
76-167X,John Paul Stevens,0
76-5206,Potter Stewart,1
76-5206,Thurgood Marshall,1
76-5206,"William J. Brennan, Jr.",1
76-5206,Byron R. White,0
76-5206,Warren E. Burger,0
76-5206,Harry A. Blackmun,0
76-5206,"Lewis F. Powell, Jr.",1
76-5206,William H. Rehnquist,0
76-5206,John Paul Stevens,1
76-404X,Potter Stewart,1
76-404X,Thurgood Marshall,0
76-404X,"William J. Brennan, Jr.",0
76-404X,Byron R. White,1
76-404X,Warren E. Burger,1
76-404X,Harry A. Blackmun,0
76-404X,"Lewis F. Powell, Jr.",1
76-404X,William H. Rehnquist,1
76-404X,John Paul Stevens,1
75-1844,Potter Stewart,1
75-1844,Thurgood Marshall,1
75-1844,"William J. Brennan, Jr.",1
75-1844,Byron R. White,1
75-1844,Warren E. Burger,1
75-1844,Harry A. Blackmun,1
75-1844,"Lewis F. Powell, Jr.",1
75-1844,William H. Rehnquist,1
75-1844,John Paul Stevens,0
76-180X,Thurgood Marshall,1
76-180X,"William J. Brennan, Jr.",1
76-180X,Byron R. White,1
76-180X,Harry A. Blackmun,1
76-180X,"Lewis F. Powell, Jr.",1
76-180X,John Paul Stevens,1
76-183X,Thurgood Marshall,1
76-183X,"William J. Brennan, Jr.",1
76-183X,Byron R. White,1
76-183X,Harry A. Blackmun,1
76-183X,"Lewis F. Powell, Jr.",1
76-183X,John Paul Stevens,1
76-5193,Thurgood Marshall,1
76-5193,"William J. Brennan, Jr.",1
76-5193,Byron R. White,1
76-5193,Harry A. Blackmun,1
76-5193,"Lewis F. Powell, Jr.",1
76-5193,John Paul Stevens,1
76-5200,Thurgood Marshall,1
76-5200,"William J. Brennan, Jr.",1
76-5200,Byron R. White,1
76-5200,Harry A. Blackmun,1
76-5200,"Lewis F. Powell, Jr.",1
76-5200,John Paul Stevens,1
5 ORIGX,Potter Stewart,1
5 ORIGX,Thurgood Marshall,1
5 ORIGX,"William J. Brennan, Jr.",1
5 ORIGX,Byron R. White,1
5 ORIGX,Warren E. Burger,1
5 ORIGX,Harry A. Blackmun,1
5 ORIGX,"Lewis F. Powell, Jr.",1
5 ORIGX,William H. Rehnquist,1
5 ORIGX,John Paul Stevens,1
76-1786,Potter Stewart,0
76-1786,Thurgood Marshall,1
76-1786,"William J. Brennan, Jr.",1
76-1786,Byron R. White,0
76-1786,Warren E. Burger,0
76-1786,Harry A. Blackmun,1
76-1786,"Lewis F. Powell, Jr.",1
76-1786,William H. Rehnquist,0
76-1786,John Paul Stevens,1
75-1870,Potter Stewart,1
75-1870,Thurgood Marshall,1
75-1870,"William J. Brennan, Jr.",0
75-1870,Byron R. White,1
75-1870,Warren E. Burger,1
75-1870,Harry A. Blackmun,1
75-1870,"Lewis F. Powell, Jr.",1
75-1870,John Paul Stevens,1
75-1872,Potter Stewart,1
75-1872,Thurgood Marshall,1
75-1872,"William J. Brennan, Jr.",0
75-1872,Byron R. White,1
75-1872,Warren E. Burger,1
75-1872,Harry A. Blackmun,1
75-1872,"Lewis F. Powell, Jr.",1
75-1872,John Paul Stevens,1
75-1126,Potter Stewart,1
75-1126,Thurgood Marshall,0
75-1126,"William J. Brennan, Jr.",0
75-1126,Byron R. White,1
75-1126,Warren E. Burger,1
75-1126,Harry A. Blackmun,1
75-1126,"Lewis F. Powell, Jr.",1
75-1126,William H. Rehnquist,1
75-1126,John Paul Stevens,1
75-1385,Potter Stewart,1
75-1385,Thurgood Marshall,0
75-1385,"William J. Brennan, Jr.",0
75-1385,Byron R. White,1
75-1385,Warren E. Burger,1
75-1385,Harry A. Blackmun,1
75-1385,"Lewis F. Powell, Jr.",1
75-1385,William H. Rehnquist,1
75-1385,John Paul Stevens,1
75-871X,Potter Stewart,1
75-871X,Thurgood Marshall,0
75-871X,"William J. Brennan, Jr.",0
75-871X,Byron R. White,1
75-871X,Warren E. Burger,1
75-871X,Harry A. Blackmun,1
75-871X,"Lewis F. Powell, Jr.",1
75-871X,William H. Rehnquist,1
75-1805,Potter Stewart,0
75-1805,Thurgood Marshall,0
75-1805,"William J. Brennan, Jr.",0
75-1805,Warren E. Burger,1
75-1805,"Lewis F. Powell, Jr.",1
75-1805,William H. Rehnquist,1
75-1805,John Paul Stevens,0
75-1805,Byron R. White,0
75-1805,Warren E. Burger,1
75-1805,"Lewis F. Powell, Jr.",1
75-1805,William H. Rehnquist,1
75-6933,Potter Stewart,1
75-6933,Byron R. White,1
75-6933,Warren E. Burger,0
75-6933,Harry A. Blackmun,0
75-6933,"Lewis F. Powell, Jr.",1
75-6933,William H. Rehnquist,0
75-6933,John Paul Stevens,1
76-128X,Potter Stewart,1
76-128X,Thurgood Marshall,1
76-128X,Warren E. Burger,1
76-128X,Harry A. Blackmun,1
76-128X,John Paul Stevens,0
75-6568,Potter Stewart,1
75-6568,"William J. Brennan, Jr.",1
75-6568,Byron R. White,1
75-6568,John Paul Stevens,1
76-60XX,Potter Stewart,1
76-60XX,Thurgood Marshall,1
76-60XX,"William J. Brennan, Jr.",1
76-60XX,Byron R. White,1
76-60XX,Warren E. Burger,1
76-60XX,Harry A. Blackmun,1
76-60XX,William H. Rehnquist,1
76-60XX,John Paul Stevens,1
76-60XX,Potter Stewart,1
76-60XX,Thurgood Marshall,1
76-60XX,"William J. Brennan, Jr.",1
76-60XX,Byron R. White,1
76-60XX,Warren E. Burger,1
76-60XX,Harry A. Blackmun,1
76-60XX,William H. Rehnquist,1
76-60XX,John Paul Stevens,1
76-60XX,Warren E. Burger,1
76-60XX,"William J. Brennan, Jr.",1
76-60XX,Potter Stewart,1
76-60XX,Byron R. White,1
76-60XX,Thurgood Marshall,1
76-60XX,Harry A. Blackmun,1
76-60XX,William H. Rehnquist,1
76-60XX,John Paul Stevens,1
75-1181,Potter Stewart,1
75-1181,Thurgood Marshall,0
75-1181,"William J. Brennan, Jr.",0
75-1181,Byron R. White,0
75-1181,Warren E. Burger,1
75-1181,Harry A. Blackmun,1
75-1181,"Lewis F. Powell, Jr.",1
75-1181,William H. Rehnquist,1
75-1181,John Paul Stevens,0
75-554X,Potter Stewart,1
75-554X,Thurgood Marshall,0
75-554X,"William J. Brennan, Jr.",0
75-554X,Byron R. White,1
75-554X,Warren E. Burger,1
75-554X,Harry A. Blackmun,0
75-554X,"Lewis F. Powell, Jr.",1
75-554X,William H. Rehnquist,1
75-554X,John Paul Stevens,1
75-1440,Potter Stewart,1
75-1440,Thurgood Marshall,0
75-1440,"William J. Brennan, Jr.",0
75-1440,Byron R. White,1
75-1440,Harry A. Blackmun,0
75-1440,"Lewis F. Powell, Jr.",1
75-1440,William H. Rehnquist,1
75-1440,John Paul Stevens,1
75-442X,Potter Stewart,1
75-442X,Thurgood Marshall,0
75-442X,"William J. Brennan, Jr.",0
75-442X,Byron R. White,1
75-442X,Warren E. Burger,1
75-442X,Harry A. Blackmun,0
75-442X,"Lewis F. Powell, Jr.",1
75-442X,William H. Rehnquist,1
75-442X,John Paul Stevens,1
76-878X,Potter Stewart,1
76-878X,Thurgood Marshall,1
76-878X,"William J. Brennan, Jr.",1
76-878X,Byron R. White,1
76-878X,Warren E. Burger,1
76-878X,Harry A. Blackmun,1
76-878X,"Lewis F. Powell, Jr.",1
76-878X,William H. Rehnquist,1
76-878X,John Paul Stevens,1
76-607X,Potter Stewart,1
76-607X,Thurgood Marshall,1
76-607X,"William J. Brennan, Jr.",1
76-607X,Byron R. White,1
76-607X,Harry A. Blackmun,1
76-607X,"Lewis F. Powell, Jr.",1
76-607X,William H. Rehnquist,1
76-607X,John Paul Stevens,1
76-659X,Potter Stewart,1
76-659X,Thurgood Marshall,1
76-659X,"William J. Brennan, Jr.",1
76-659X,Byron R. White,1
76-659X,Harry A. Blackmun,1
76-659X,"Lewis F. Powell, Jr.",1
76-659X,William H. Rehnquist,1
76-659X,John Paul Stevens,1
