,docket,win
5230,75-1867,1
5231,75-1868,0
5232,75-1870,1
5233,75-1874,1
5234,75-1892,1
5235,75-19XX,1
5236,75-1906,1
5237,75-1914,1
5238,75-212X,1
5239,75-235X,1
5240,75-245X,1
5241,75-246X,1
5242,75-250X,1
5243,75-251X,1
5244,75-252X,1
5245,75-260X,1
5246,75-268X,0
5247,75-292X,1
5248,753XXXX,1
5249,75-312X,1
5250,75-328X,1
5251,75-339X,0
5252,75-342X,0
5253,75-353X,1
5254,75-369X,1
5255,75-377X,0
5256,75-382X,1
5257,75-4XXX,1
5258,75-420X,1
5259,75-436X,1
5260,75-44XX,0
5261,75-442X,1
5262,75-443X,0
5263,75-455X,1
5264,75-478X,0
5265,75-491X,1
5266,755XXXX,1
5267,755XXXX,1
5268,75-5014,1
5269,75-5027,1
5270,75-503X,0
5271,75-510X,1
5272,75-5182,1
5273,75-536X,1
5274,75-5366,1
5275,75-5394,0
5276,75-5401,1
5277,75-543X,0
5278,75-5444,1
5279,75-5491,1
5280,75-552X,1
5281,75-554X,1
5282,75-562X,0
5283,75-567X,1
5284,75-5706,0
5285,75-584X,1
5286,75-5844,1
5287,75-5952,1
5288,75-616X,1
5289,75-62XX,0
5290,75-623X,1
5291,75-628X,1
5292,75-6289,1
5293,75-6297,0
5294,75-636X,1
5295,75-6521,0
5296,75-6527,0
5297,75-6568,1
5298,75-657X,0
5299,75-661X,1
5300,75-6909,0
5301,75-6933,1
5302,75-699X,0
5303,757XXXX,1
5304,75-708X,1
5305,75-718X,1
5306,75-73XX,1
5307,75-746X,0
5308,75-76XX,1
5309,75-777X,1
5310,75-783X,0
5311,758XXXX,1
5312,75-804X,1
5313,75-805X,0
5314,75-811X,1
5315,75-812X,1
5316,75-817X,1
5317,75-823X,0
5318,75-831X,0
5319,75-839X,1
5320,75-853X,1
5321,75-871X,1
5322,75-88XX,1
5323,759XXXX,0
5324,759XXXX,0
5325,759XXXX,1
5326,759XXXX,1
5327,759 MXX,1
5328,75-904X,1
5329,75-906X,0
5330,75-909X,1
5331,75-915X,0
5332,75-929X,1
5333,75-946X,1
5334,75-95XX,1
5335,75-978X,0
5336,76XXXXX,0
5337,76XXXXX,0
5338,76XXXXX,0
5339,76XXXXX,0
5340,76XXXXX,0
5341,76XXXXX,1
5342,76XXXXX,1
5343,76XXXXX,1
5344,76XXXXX,1
5345,76XXXXX,1
5346,76XXXXX,1
5347,76XXXXX,1
5348,76XXXXX,1
5349,76 MXXX,1
5350,76 ORIG,0
5351,760XXXX,1
5352,761XXXX,1
5353,761XXXX,1
5354,76-1005,1
5355,76-1036,1
5356,76-1040,1
5357,76-1057,0
5358,76-1058,1
5359,76-1095,1
5360,76-1114,1
5361,76-1121,1
5362,76-1137,0
5363,76-1143,0
5364,76-1149,1
5365,76-1150,0
5366,76-1151,1
5367,76-1159,1
5368,76-1168,1
5369,76-1171,0
5370,76-1172,1
5371,76-1179,1
5372,76-1184,1
5373,76-1193,0
5374,76-120X,0
5375,76-1200,0
5376,76-1206,0
5377,76-128X,1
5378,76-1291,1
5379,76-1309,1
5380,76-1310,1
5381,76-1334,1
5382,76-1346,0
5383,76-1359,0
5384,76-1382,1
5385,76-1383,0
5386,76-1410,1
5387,76-1418,1
5388,76-1427,1
5389,76-143X,0
5390,76-1450,1
5391,76-1471,1
5392,76-1476,1
5393,76-1484,1
5394,76-15XX,0
5395,76-1500,0
5396,76-1526,0
5397,76-156X,0
5398,76-156X,1
5399,76-1560,0
5400,76-1572,1
5401,76-1596,1
5402,76-1607,0
5403,76-1608,0
5404,76-1621,0
5405,76-1629,1
5406,76-1640,1
5407,76-1650,0
5408,76-1660,0
5409,76-1662,1
5410,76-167X,1
5411,76-1690,1
5412,76-1701,0
5413,76-1706,1
5414,76-1726,1
5415,76-1750,1
5416,76-1767,0
5417,76-1786,1
5418,76-180X,1
5419,76-1800,1
5420,76-1810,1
5421,76-1830,1
5422,76-1835,1
5423,76-1836,1
5424,762XXXX,0
5425,76-201X,1
5426,76-208X,0
5427,76-255X,1
5428,76-260X,0
5429,76-265X,1
5430,76-29XX,0
5431,76-316X,1
5432,76-321X,0
5433,76-333X,1
5434,76-352X,1
5435,76-357X,1
5436,76-37XX,0
5437,76-39XX,0
5438,76-398X,0
5439,76-404X,1
5440,76-413X,0
5441,76-415X,0
5442,76-419X,1
5443,76-422X,1
5444,76-423X,1
5445,76-439X,0
5446,76-444X,0
5447,76-446X,1
5448,76-447X,0
5449,76-451X,0
5450,76-457X,1
5451,76-461X,1
5452,76-489X,1
5453,76-496X,1
5454,76-512X,1
5455,76-5187,0
5456,76-5206,1
5457,76-5306,0
5458,76-5325,1
5459,76-5344,1
5460,76-5382,0
5461,76-539X,1
5462,76-5403,1
5463,76-5416,0
5464,76-545X,0
5465,76-558X,1
5466,76-5663,1
5467,76-5729,1
5468,76-577X,1
5469,76-5796,1
5470,76-5856,1
5471,76-5881,1
5472,76-5920,1
5473,76-5935,0
5474,76-60XX,1
5475,76-607X,1
5476,76-61XX,1
5477,76-613X,0
5478,76-616X,1
5479,76-6194,1
5480,76-624X,1
5481,76-63XX,0
5482,76-635X,0
5483,76-6372,0
5484,76-6513,1
5485,76-6528,1
5486,76-6617,1
5487,76-667X,1
5488,76-674X,0
5489,76-6767,0
5490,76-678X,0
5491,76-6799,1
5492,76-682X,1
5493,76-6942,0
5494,76-695X,1
5495,76-6997,1
5496,76-705X,1
5497,76-709X,1
5498,76-719X,1
5499,76-749X,0
5500,76-750X,1
5501,76-761X,1
5502,76-777X,1
5503,768XXXX,1
5504,76-808X,1
5505,76-809X,1
5506,76-811X,0
5507,76-835X,1
5508,76-839X,0
5509,76-860X,1
5510,76-864X,0
5511,76-867X,1
5512,76-878X,1
5513,76-879X,0
5514,769XXXX,1
5515,76-906X,1
5516,76-911X,1
5517,76-930X,1
5518,76-938X,1
5519,76-944X,1
5520,76-99XX,0
5521,77XXXXX,0
5522,77XXXXX,0
5523,77XXXXX,0
5524,77XXXXX,0
5525,77XXXXX,1
5526,77XXXXX,1
5527,77XXXXX,1
5528,77XXXXX,1
5529,77XXXXX,1
5530,77 ORIG,0
5531,770XXXX,1
5532,77-10XX,0
5533,77-1016,1
5534,77-1042,0
5535,77-1051,1
5536,77-1105,1
5537,77-1107,0
5538,77-1115,0
5539,77-1119,1
5540,77-1134,1
5541,77-1163,1
5542,77-117X,0
5543,77-1172,0
5544,77-1177,0
5545,77-120X,0
5546,77-1202,1
5547,77-1237,1
5548,77-1248,0
5549,77-1254,1
5550,77-1255,1
5551,77-1265,0
5552,77-1301,0
5553,77-1305,0
5554,77-1327,1
5555,77-1337,0
5556,77-1359,0
5557,77-1378,1
5558,77-1387,1
5559,77-1388,0
5560,77-1410,0
5561,77-1413,1
5562,77-142X,1
5563,77-1427,1
5564,77-1439,1
5565,77-1465,0
5566,77-1489,0
5567,77-1493,0
5568,77-1497,0
5569,77-1511,1
5570,77-1515,1
5571,77-152X,0
5572,77-154X,1
5573,77-154X,1
5574,77-1546,1
5575,77-1547,1
5576,77-1553,0
5577,77-1554,1
5578,77-1571,0
5579,77-1575,0
5580,77-1578,1
5581,77-1609,1
5582,77-1618,1
5583,77-1645,1
5584,77-1652,0
5585,77-1659,1
5586,77-1680,1
5587,77-1686,1
5588,77-1701,1
5589,77-1715,1
5590,77-1722,0
5591,77-1724,1
5592,77-178X,1
5593,77-1792,1
5594,77-1806,0
5595,77-1810,1
5596,77-1819,1
5597,77-1829,1
5598,77-1844,1
5599,77-240X,0
5600,77-25XX,1
5601,77-262X,1
5602,77-267X,1
5603,77-285X,1
5604,77-293X,1
5605,773XXXX,1
5606,773 MXX,1
5607,77-308X,1
5608,77-324X,1
5609,77-334X,0
5610,77-335X,1
5611,77-365X,1
5612,77-369X,1
5613,77-380X,1
5614,77-388X,1
5615,77-39XX,1
5616,774XXXX,0
5617,77-404X,1
5618,77-444X,0
5619,77-452X,0
5620,77-453X,0
5621,77-454X,0
5622,775XXXX,0
5623,77-510X,0
5624,77-515X,0
5625,77-5176,1
5626,77-528X,1
5627,77-529X,1
5628,77-533X,1
5629,77-5353,1
5630,77-539X,0
5631,77-5549,1
5632,77-56XX,1
5633,77-560X,0
5634,77-5781,0
5635,77-5898,1
5636,77-5903,0
5637,77-598X,1
5638,77-5992,1
5639,776XXXX,1
5640,77-6062,1
5641,77-6066,1
5642,77-6067,1
5643,77-6219,1
5644,77-6248,0
5645,77-642X,1
5646,77-6431,1
5647,77-648X,1
5648,77-653X,1
5649,77-654X,1
5650,77-6540,0
5651,77-6673,1
5652,77-677X,1
5653,77-6885,1
5654,77-69XX,1
5655,77-693X,1
5656,77-6949,1
5657,77-716X,1
5658,77-719X,1
5659,77-742X,0
5660,77-747X,1
5661,77-752X,0
5662,77-753X,1
5663,778XXXX,1
5664,77-803X,1
5665,77-832X,1
5666,77-836X,1
5667,77-837X,1
5668,77-841X,0
5669,77-874X,0
5670,77-88XX,1
5671,77-888X,1
5672,77-891X,0
5673,77-911X,1
5674,77-920X,0
5675,77-922X,1
5676,77-926X,1
5677,77-952X,0
5678,77-961X,0
5679,77-968X,1
5680,77-983X,1
5681,77-991X,1
5682,78XXXXX,0
5683,78XXXXX,0
5684,78XXXXX,0
5685,78XXXXX,0
5686,78XXXXX,0
5687,78XXXXX,1
5688,78XXXXX,1
5689,78XXXXX,
5690,78 MXXX,1
5691,78 ORIG,1
5692,78 ORIG,1
5693,781XXXX,1
5694,78-1006,1
5695,78-1007,0
5696,78-1013,0
5697,78-1013,1
5698,78-1014,1
5699,78-1060,0
5700,78-1076,1
5701,78-1078,1
5702,78-1088,1
5703,78-1118,0
5704,78-1143,1
5705,78-1155,0
5706,78-1175,1
5707,78-1177,1
5708,78-1183,0
5709,78-1201,0
5710,78-1202,1
5711,78-1223,1
5712,78-1248,1
5713,78-1261,0
5714,78-1268,0
5715,78-1318,1
5716,78-1323,1
5717,78-1327,0
5718,78-1335,0
5719,78-1369,0
5720,78-1418,0
5721,78-1453,1
5722,78-1455,1
5723,78-1472,1
5724,78-1487,1
5725,78-1501,1
5726,78-1513,0
5727,78-1522,1
5728,78-1545,1
5729,78-1548,1
5730,78-1557,0
5731,78-156X,1
5732,78-1577,0
5733,78-1588,0
5734,78-1595,0
5735,78-160X,1
5736,78-1602,1
5737,78-1604,1
5738,78-1651,1
5739,78-1654,0
5740,78-1693,1
5741,78-17XX,1
5742,78-1729,1
5743,78-1756,1
5744,78-1779,1
5745,78-1780,1
5746,78-1789,1
5747,78-1793,0
5748,78-1815,0
5749,78-1821,1
5750,78-1832,1
5751,78-1840,0
5752,78-1841,0
5753,78-1845,1
5754,78-1862,0
5755,78-1870,0
5756,78-1871,0
5757,78-1874,0
5758,78-1888,0
5759,78-1904,0
5760,78-1918,1
5761,78-1945,1
5762,782XXXX,1
5763,78-201X,1
5764,78-223X,1
5765,78-225X,1
5766,78-229X,0
5767,78-233X,1
5768,78-253X,0
5769,78-275X,1
5770,783XXXX,0
5771,783XXXX,1
5772,78-3XXX,0
5773,78-308X,0
5774,78-309X,1
5775,78-329X,0
5776,78-334X,1
5777,78-344X,1
5778,78-349X,0
5779,78-354X,1
5780,78-357X,1
5781,78-38XX,1
5782,78-425X,0
5783,78-432X,1
5784,78-437X,0
5785,78-443X,1
5786,78-479X,1
5787,78-482X,0
5788,78-488X,1
5789,785XXXX,0
5790,785XXXX,1
5791,78-5066,1
5792,78-5072,1
5793,78-511X,1
5794,78-5283,0
5795,78-5374,0
5796,78-5384,1
5797,78-5414,1
5798,78-5420,1
5799,78-546X,0
5800,78-5471,1
5801,78-551X,1
5802,78-561X,1
5803,78-5705,0
5804,78-572X,1
5805,78-575X,1
5806,78-5795,0
5807,78-58XX,1
5808,78-5885,1
5809,78-5937,1
5810,78-5944,1
5811,78-5981,1
5812,78-599X,1
5813,78-6XXX,1
5814,786 MXX,1
5815,78-6020,1
5816,78-605X,1
5817,78-610X,0
5818,78-625X,1
5819,78-627X,0
5820,78-630X,1
5821,78-6386,0
5822,78-647X,0
5823,78-6621,1
5824,78-680X,1
5825,78-6809,0
5826,78-6885,1
5827,78-6899,1
5828,78-690X,1
5829,78-6932,1
5830,787XXXX,1
5831,78-711X,1
5832,78-738X,1
5833,78-740X,1
5834,78-744X,1
5835,78-749X,1
5836,78-752X,1
5837,78-753X,1
5838,78-756X,1
5839,78-759X,1
5840,78-776X,1
5841,78-777X,1
5842,78-80XX,1
5843,78-808X,1
5844,78-857X,0
5845,78-873X,0
5846,78-90XX,1
5847,78-904X,0
5848,78-91XX,1
5849,78-911X,0
5850,78-952X,1
5851,78-959X,0
5852,78-972X,1
5853,78-99XX,1
5854,78-990X,1
5855,79XXXXX,0
5856,79XXXXX,0
5857,79XXXXX,0
5858,79XXXXX,0
5859,79XXXXX,1
5860,79XXXXX,1
5861,79XXXXX,1
5862,79XXXXX,1
5863,79XXXXX,1
5864,79XXXXX,1
5865,79XXXXX,1
5866,79XXXXX,1
5867,79XXXXX,1
5868,79 ORIG,0
5869,791XXXX,0
5870,79-1XXX,0
5871,791 MXX,1
5872,79-1003,1
5873,79-1013,0
5874,79-1033,1
5875,79-105X,1
5876,79-1056,0
5877,79-1068,1
5878,79-1082,0
5879,79-1101,1
5880,79-1112,0
5881,79-1127,0
5882,79-1128,1
5883,79-1144,0
5884,79-1157,1
5885,79-116X,1
5886,79-1171,1
5887,79-1176,1
5888,79-1186,0
5889,79-121X,0
5890,79-1213,0
5891,79-1236,1
5892,79-1252,1
5893,79-1260,0
5894,79-1266,0
5895,79-1268,1
5896,79-1294,1
5897,79-1320,0
5898,79-1336,1
5899,79-134X,1
5900,79-1344,0
5901,79-136X,0
5902,79-1377,1
5903,79-1380,1
5904,79-1388,0
5905,79-1404,1
5906,79-1420,1
5907,79-1423,0
5908,79-1429,1
5909,79-1515,0
5910,79-1517,1
5911,79-1538,1
5912,79-1601,1
5913,79-1618,0
5914,79-1631,1
5915,79-1640,1
5916,79-168X,1
5917,79-1709,0
5918,79-1711,1
5919,79-1734,1
5920,79-1738,1
5921,79-1740,1
5922,79-1764,1
5923,79-1777,0
5924,79-1794,1
5925,79-1890,0
5926,79-1895,1
5927,79-1901,1
5928,79-1907,1
5929,79-192X,0
5930,79-1943,0
5931,79-1944,1
5932,79-1952,0
5933,79-1977,0
5934,79-198X,1
5935,79-1997,1
5936,79-2006,1
5937,79-2040,1
5938,79-243X,1
5939,79-244X,1
5940,79-253X,1
5941,79-260X,1
5942,79-289X,0
5943,793XXXX,1
5944,79-305X,1
5945,79-343X,0
5946,79-381X,1
5947,79-383X,0
5948,79-394X,1
5949,79-395X,1
5950,794XXXX,1
5951,79-4XXX,1
5952,794 MXX,1
5953,79-404X,1
5954,79-408X,1
5955,79-421X,1
5956,79-424X,1
5957,79-448X,1
5958,79-45XX,1
5959,79-465X,0
5960,79-48XX,0
5961,79-488X,0
5962,79-492X,0
5963,79-5010,1
5964,79-5050,0
5965,79-509X,0
5966,79-512X,0
5967,79-5146,0
5968,79-5175,1
5969,79-5180,1
5970,79-521X,0
5971,79-5269,1
5972,79-5364,1
5973,79-5386,1
5974,79-5601,1
5975,79-5602,0
5976,79-565X,1
5977,79-567X,1
5978,79-5688,1
5979,79-5780,1
5980,79-5903,0
5981,79-5932,0
5982,79-5949,0
5983,79-5962,0
5984,796XXXX,1
5985,79-6000,1
5986,79-602X,0
5987,79-6027,1
5988,79-616X,1
5989,79-621X,1
5990,79-639X,0
5991,79-6423,0
5992,79-66XX,1
5993,79-662X,1
5994,79-6624,0
5995,79-669X,0
5996,79-67XX,1
5997,79-672X,1
5998,79-6740,1
5999,79-677X,0
6000,79-6777,1
6001,79-6779,1
6002,79-678X,0
6003,79-6853,0
6004,797XXXX,1
6005,797 MXX,1
6006,79-700X,0
6007,79-701X,0
6008,79-703X,0
6009,79-770X,1
6010,79-797X,1
6011,798XXXX,1
6012,798XXXX,1
6013,79-8XXX,1
6014,79-81XX,1
6015,79-814X,0
6016,79-816X,1
6017,79-824X,1
6018,79-838X,0
6019,79-855X,0
6020,79-870X,1
6021,79-880X,0
6022,79-886X,1
6023,799XXXX,1
6024,79-900X,1
6025,79-912X,1
6026,79-927X,1
6027,79-935X,1
6028,79-938X,0
6029,79-939X,1
6030,79-952X,1
6031,79-97XX,0
6032,79-983X,1
6033,8XXXXXX,0
6034,8XXXXXX,0
6035,8XXXXXX,0
6036,8XXXXXX,0
6037,8XXXXXX,0
6038,8XXXXXX,0
6039,8XXXXXX,1
6040,8XXXXXX,1
6041,8XXXXXX,1
6042,8XXXXXX,1
6043,8XXXXXX,1
6044,8XXXXXX,1
6045,8XXXXXX,1
6046,8XXXXXX,1
6047,8XXXXXX,1
6048,8XXXXXX,1
6049,8XXXXXX,1
6050,8 ORIGX,0
6051,8 ORIGX,0
6052,8 ORIGX,0
6053,8 ORIGX,1
6054,8 ORIGX,1
6055,8 ORIGX,1
6056,8 ORIGX,1
6057,8 ORIGX,1
6058,8 ORIGX,1
6059,80XXXXX,0
6060,80XXXXX,0
6061,80XXXXX,0
6062,80XXXXX,1
6063,80XXXXX,1
6064,80XXXXX,1
6065,80XXXXX,1
6066,80 ORIG,0
6067,80 ORIG,1
6068,800XXXX,0
6069,800XXXX,1
6070,801XXXX,1
6071,80-1002,1
6072,80-1012,1
6073,80-1045,0
6074,80-1070,1
6075,80-1074,1
6076,80-1082,1
6077,80-11XX,0
6078,80-1121,1
6079,80-1146,1
6080,80-1162,1
6081,80-1188,0
6082,80-1190,1
6083,80-1199,1
6084,80-120X,1
6085,80-1205,1
6086,80-1208,1
6087,80-1240,1
6088,80-1251,0
6089,80-1285,1
6090,80-1290,1
6091,80-1305,0
6092,80-1345,1
6093,80-1348,0
6094,80-1349,1
6095,80-1350,1
6096,80-1377,1
6097,80-1417,1
6098,80-1429,1
6099,80-1430,1
6100,80-1431,1
6101,80-1436,1
6102,80-1437,1
6103,80-1464,1
6104,80-148X,1
6105,80-1481,1
6106,80-1496,1
6107,80-1538,0
6108,80-1556,1
6109,80-1562,1
6110,80-1565,1
6111,80-1576,0
6112,80-1577,1
6113,80-1582,1
6114,80-1594,1
6115,80-1595,1
6116,80-1608,0
6117,80-1614,0
6118,80-1663,0
6119,80-1666,0
6120,80-1681,1
6121,80-169X,1
6122,80-1690,0
6123,80-1714,1
6124,80-1730,1
6125,80-1735,1
6126,80-1745,1
6127,80-1749,1
6128,80-1765,0
6129,80-1798,0
6130,80-180X,0
6131,80-1832,0
6132,80-1846,1
6133,80-1874,1
6134,80-1924,1
6135,80-1925,1
6136,80-1942,1
6137,80-195X,1
6138,80-1952,1
6139,80-1990,1
6140,80-1991,1
6141,802XXXX,0
6142,80-2015,1
6143,80-202X,1
6144,80-203X,0
6145,80-2041,1
6146,80-2043,0
6147,80-2049,1
6148,80-207X,0
6149,80-2070,0
6150,80-2077,1
6151,80-2078,0
6152,80-2100,0
6153,80-2102,0
6154,80-2116,1
6155,80-2134,0
6156,80-2146,0
6157,80-2147,0
6158,80-2150,0
6159,80-2162,1
6160,80-2165,1
6161,80-2177,0
6162,80-2178,0
6163,80-2182,1
6164,80-2195,1
6165,80-2204,0
6166,80-2205,0
6167,80-2209,1
6168,80-231X,1
6169,80-242X,1
6170,80-243X,1
6171,80-251X,1
6172,80-264X,0
6173,80-298X,0
6174,80-317X,1
6175,80-321X,1
6176,80-327X,1
6177,80-328X,1
6178,80-332X,1
6179,80-338X,0
6180,80-348X,1
6181,80-396X,1
6182,80-415X,1
6183,80-419X,1
6184,80-420X,0
6185,80-427X,0
6186,80-429X,0
6187,80-441X,0
6188,80-485X,1
6189,805XXXX,0
6190,805XXXX,1
6191,80-5XXX,1
6192,80-5049,1
6193,80-5060,1
6194,80-518X,1
6195,80-5303,1
6196,80-532X,1
6197,80-5392,0
6198,80-544X,1
6199,80-5618,1
6200,80-568X,1
6201,80-5727,1
6202,80-581X,0
6203,80-5887,1
6204,80-5889,1
6205,80-590X,1
6206,80-5950,1
6207,80-60XX,1
6208,80-6045,0
6209,80-608X,1
6210,80-6298,1
6211,80-644X,1
6212,80-6680,0
6213,80-6845,1
6214,80-689X,0
6215,80-692X,1
6216,80-702X,0
6217,80-710X,1
6218,80-737X,1
6219,80-756X,1
6220,80-767X,1
6221,80-780X,1
6222,80-795X,1
6223,80-802X,1
6224,80-808X,1
6225,80-813X,1
6226,80-824X,1
6227,80-83XX,1
6228,80-84XX,1
6229,80-846X,1
6230,80-847X,0
6231,80-848X,1
6232,80-850X,1
6233,80-885X,1
6234,80-901X,1
6235,80-931X,0
6236,80-939X,1
6237,80-945X,1
6238,80-965X,0
6239,80-986X,0
6240,80-988X,1
6241,80-990X,1
6242,81XXXXX,0
6243,81XXXXX,0
6244,81XXXXX,0
6245,81XXXXX,1
6246,81XXXXX,1
6247,81XXXXX,1
6248,81XXXXX,1
6249,81XXXXX,1
6250,81XXXXX,1
6251,81XXXXX,1
6252,81XXXXX,1
6253,81 ORIG,0
6254,81-1003,1
6255,81-1008,1
6256,81-1020,1
6257,81-1032,0
6258,81-1044,1
6259,81-1049,1
6260,81-1062,1
6261,81-1064,0
6262,81-1095,1
6263,81-1097,1
6264,81-1114,0
6265,81-1120,1
6266,81-1144,1
6267,81-1180,1
6268,81-1181,1
6269,81-1196,0
6270,81-1203,0
6271,81-1214,1
6272,81-1222,1
6273,81-1244,1
6274,81-1251,1
6275,81-1255,1
6276,81-1271,1
6277,81-1273,0
6278,81-129X,1
6279,81-1304,0
6280,81-1314,0
6281,81-1320,0
6282,81-1335,1
6283,81-1350,1
6284,81-1370,0
6285,81-1374,1
6286,81-1404,0
6287,81-1444,1
6288,81-1453,1
6289,81-1463,1
6290,81-1476,1
6291,81-1487,1
6292,81-1489,1
6293,81-1493,0
6294,81-1494,0
6295,81-150X,0
6296,81-1506,1
6297,81-1536,1
6298,81-1574,1
6299,81-1577,1
6300,81-1578,1
6301,81-1581,1
6302,81-1590,0
6303,81-1613,1
6304,81-1617,0
6305,81-1627,0
6306,81-1635,1
6307,81-1661,0
6308,81-1664,0
6309,81-1675,0
6310,81-1686,1
6311,81-1687,1
6312,81-17XX,1
6313,81-1717,1
6314,81-1724,1
6315,81-1748,0
6316,81-1756,0
6317,81-1794,1
6318,81-1802,1
6319,81-1839,1
6320,81-184X,0
6321,81-1843,1
6322,81-185X,0
6323,81-1857,1
6324,81-1859,1
6325,81-1863,0
6326,81-1889,1
6327,81-1891,1
6328,81-1893,1
6329,81-1938,0
6330,81-1945,0
6331,81-1966,0
6332,81-1983,1
6333,81-1985,1
6334,812XXXX,0
6335,81-202X,1
6336,81-2057,0
6337,81-2066,1
6338,81-2101,1
6339,81-2110,1
6340,81-212X,1
6341,81-2125,1
6342,81-213X,1
6343,81-2147,1
6344,81-2149,1
6345,81-2150,0
6346,81-2159,1
6347,81-2169,0
6348,81-2245,1
6349,81-225X,0
6350,81-2257,1
6351,81-23XX,1
6352,81-2318,0
6353,81-2332,1
6354,81-2337,1
6355,81-2338,1
6356,81-2386,1
6357,81-2394,1
6358,81-2399,1
6359,81-244X,1
6360,81-249X,1
6361,81-255X,1
6362,81-271X,1
6363,81-280X,1
6364,81-298X,1
6365,813XXXX,1
6366,81-3XXX,0
6367,81-300X,1
6368,81-31XX,1
6369,81-325X,1
6370,81-328X,0
6371,81-334X,1
6372,81-341X,0
6373,81-362X,1
6374,81-38XX,0
6375,81-389X,0
6376,81-395X,1
6377,814XXXX,0
6378,81-406X,0
6379,81-411X,1
6380,81-419X,1
6381,81-420X,1
6382,81-430X,1
6383,81-431X,0
6384,81-440X,0
6385,81-450X,1
6386,81-451X,1
6387,81-460X,1
6388,81-469X,0
6389,81-485X,1
6390,81-497X,0
6391,815XXXX,1
6392,81-5114,0
6393,81-5152,1
6394,81-5195,0
6395,81-523X,0
6396,81-525X,1
6397,81-5321,1
6398,81-534X,0
6399,81-535X,1
6400,81-55XX,1
6401,81-554X,1
6402,81-574X,1
6403,81-593X,1
6404,81-61XX,1
6405,81-611X,1
6406,81-613X,1
6407,81-614X,1
6408,81-622X,1
6409,81-638X,1
6410,81-6633,1
6411,81-6756,0
6412,81-680X,0
6413,81-6908,0
6414,81-708X,0
6415,81-731X,0
6416,81-746X,0
6417,81-750X,1
6418,81-757X,1
6419,81-770X,0
6420,81-773X,0
6421,81-776X,0
6422,818XXXX,1
6423,81-802X,1
6424,81-825X,0
6425,81-827X,1
6426,81-844X,1
6427,81-857X,0
6428,81-878X,0
6429,81-89XX,1
6430,81-89XX,1
6431,81-896X,1
6432,81-897X,1
6433,819XXXX,0
6434,81-9XXX,0
6435,81-920X,1
6436,81-927X,0
6437,81-96XX,1
6438,81-969X,1
6439,81-984X,1
6440,82XXXXX,0
6441,82XXXXX,0
6442,82XXXXX,1
6443,82XXXXX,1
6444,82 MXXX,1
6445,821XXXX,1
6446,82-1005,1
6447,82-1031,1
6448,82-1041,0
6449,82-1047,1
6450,82-1050,1
6451,82-1066,1
6452,82-1071,1
6453,82-1095,1
6454,82-11XX,1
6455,82-1127,1
6456,82-1135,1
6457,82-1150,1
6458,82-1167,1
6459,82-118X,0
6460,82-1186,1
6461,82-1200,0
6462,82-1213,1
6463,82-1246,0
6464,82-1248,1
6465,82-1253,0
6466,82-1256,1
6467,82-1260,1
6468,82-1271,1
6469,82-1295,1
6470,82-131X,1
6471,82-1326,1
6472,82-1330,0
6473,82-1349,1
6474,82-1371,1
6475,82-1401,0
6476,82-1408,1
6477,82-1432,0
6478,82-1448,0
6479,82-1453,0
6480,82-1474,1
6481,82-1479,1
6482,82-1496,1
6483,82-15XX,0
6484,82-1554,1
6485,82-1565,1
6486,82-1577,1
6487,82-1579,1
6488,82-158X,1
6489,82-1608,1
6490,82-1616,1
6491,82-1630,1
6492,82-1643,1
6493,82-1651,1
6494,82-1666,1
6495,82-167X,1
6496,82-168X,1
6497,82-1684,1
6498,82-1721,0
6499,82-1724,0
6500,82-1734,1
6501,82-1766,1
6502,82-1771,1
6503,82-1772,1
6504,82-1795,1
6505,82-1832,0
6506,82-1845,0
6507,82-185X,1
6508,82-1860,0
6509,82-1889,1
6510,82-1913,1
6511,82-1922,1
6512,82-195X,0
6513,82-1988,0
6514,82-1994,1
6515,82-1998,1
6516,82-2042,0
6517,82-2056,1
6518,82-206X,1
6519,82-2083,1
6520,82-2113,1
6521,82-2120,0
6522,82-2140,0
6523,82-215X,0
6524,82-2157,1
6525,82-23XX,1
6526,82-242X,1
6527,82-256X,1
6528,82-271X,0
6529,82-276X,1
6530,82-282X,1
6531,82-29XX,1
6532,823XXXX,1
6533,823XXXX,1
6534,82-331X,0
6535,82-34XX,1
6536,82-342X,1
6537,82-354X,1
6538,82-357X,0
6539,82-372X,1
6540,82-374X,1
6541,824XXXX,1
6542,82-401X,1
6543,82-411X,0
6544,82-432X,1
6545,82-472X,0
6546,82-485X,1
6547,82-486X,1
6548,82-492X,0
6549,82-500X,1
6550,82-502X,0
6551,82-5082,1
6552,82-5119,0
6553,82-52XX,0
6554,82-524X,1
6555,82-5279,0
6556,82-5298,0
6557,82-5466,1
6558,82-556X,1
6559,82-5576,1
6560,82-585X,1
6561,82-5920,1
6562,82-599X,0
6563,826XXXX,1
6564,82-6080,0
6565,82-618X,0
6566,82-629X,1
6567,82-63XX,1
6568,82-65XX,0
6569,82-660X,1
6570,82-6840,1
6571,82-6848,1
6572,82-687X,1
6573,82-6935,0
6574,82-695X,1
6575,82-708X,1
6576,82-713X,1
6577,82-729X,1
6578,82-738X,1
6579,82-766X,0
6580,82-786X,0
6581,82-792X,0
6582,82-799X,1
6583,828XXXX,1
6584,82-818X,0
6585,82-825X,1
6586,82-827X,1
6587,82-849X,1
6588,82-862X,0
6589,82-874X,1
6590,82-898X,1
6591,829XXXX,1
6592,82-91XX,1
